aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
4110,Sofia Cavalcante,mirellamarques@example.org,Engenharia Ambiental,Matriculado,C,Outro,57,1,-2349234,0,1,Casado(a),4,3,Comportamento do Consumidor,Sr. Mateus Fonseca,7.98,7,Regular,Publicidade Criativa,Luiz Gustavo Cunha,8.42,7,Regular,Marketing Digital,Ravy Vasconcelos,9.64,7,Regular,Relações Públicas,Ravi Lucca Fonseca,2.69,9,Ruim,Comunicação Publicitária,Giovanna Pires,6.87,15,Ruim,1
4111,Maria Alice Moura,cavalcantinina@example.org,veteri,Matriculado,A,Outro,58,0,6045,0,0,Amasiado(a),6,1,Materiais de Construção,Sarah Campos,8.04,7,Regular,Topografia,Emanuella Montenegro,9.75,9,Regular,Mecânica dos Solos,Sr. Valentim da Mata,8.41,14,Ruim,Construção Civil,Gael Henrique Pires,9.19,15,Ruim,Cálculo Estrutural,Lucas das Neves,0.8,6,Ruim,0
4112,Dra. Antonella Cirino,yda-rosa@example.org,Odontologia,Trancado,B,Feminino,38,0,2790,0,1,Amasiado(a),3,1,Processo Civil,Brenda Pinto,7.71,3,Bom,Processo Penal,Ana Vitória Cassiano,7.19,0,Bom,Direito Penal,Maria Clara Moreira,0.92,8,Ruim,Direito Civil,Lunna Brito,2.26,11,Ruim,Constitucional,Dra. Emanuelly Ribeiro,1.81,5,Ruim,1
4113,Nicolas Lopes,dcaldeira@example.org,Química,Matriculado,A,Femeadoa,66,0,6690,0,0,Separado(a),5,3,Protocolos de Comunicação,Ana Carolina Cavalcanti,6.99,0,Regular,Segurança em Redes,Dr. Pedro Miguel Teixeira,5.37,4,Regular,Administração de Redes,Bella Melo,0.41,9,Ruim,Redes de Dados,João Miguel Leão,2.58,3,Ruim,Arquitetura de Redes,Dr. Kevin Pimenta,4.63,10,Ruim,0
4114,Kamilly da Mata,guilhermefogaca@example.org,Jogos Digitais,Cancelado,D,Masculino,20,1,3890,0,1,Viúvo(a),8,3,Movimentos Sociais,Gael Henrique Aragão,7.94,3,Bom,Teoria Social,Kaique Marques,3.82,3,Ruim,Antropologia,Benicio Souza,3.51,13,Ruim,Sociologia Geral,João Lucas Azevedo,4.49,7,Ruim,Psicologia Social,Dra. Luísa Silveira,0.06,15,Ruim,1
4115,Luigi Rodrigues,fernandesmaria@example.com,Relações Internacionais,Concluso,C,Masculino,27,0,8172,1,0,Viúvo(a),5,1,Nutrição Infantil,Juan Viana,1.94,5,Ruim,Psicologia da Alimentação,João Miguel Martins,2.38,9,Ruim,Técnicas de Cozinha,Maria Luiza Barbosa,1.51,0,Ruim,Nutrição Clínica,Liz Moreira,7.36,10,Regular,Nutrição Esportiva,Liam Lopes,3.18,13,Ruim,0
4116,Maria Julia Siqueira,ryanmartins@example.com,Gastronomia,Cancelado,C,Feminino,70,0,5467,1,0,Separado(a),5,1,Nutrição Infantil,Juan Viana,1.99,15,Ruim,Psicologia da Alimentação,João Miguel Martins,0.36,12,Ruim,Técnicas de Cozinha,Maria Luiza Barbosa,9.47,14,Ruim,Nutrição Clínica,Liz Moreira,3.36,0,Ruim,Nutrição Esportiva,Liam Lopes,4.09,0,Ruim,1
4117,Dra. Maria Alice Oliveira,silvaliam@example.org,Gestão Pública,Cancelado,C,Outro,49,1,4114,0,1,Viúvo(a),5,1,Nutrição Infantil,Juan Viana,1.62,0,Ruim,Psicologia da Alimentação,João Miguel Martins,6.99,13,Ruim,Técnicas de Cozinha,Maria Luiza Barbosa,6.05,10,Regular,Nutrição Clínica,Liz Moreira,3.85,7,Ruim,Nutrição Esportiva,Liam Lopes,6.07,13,Ruim,1
4118,Jade Cirino,enricobarbosa@example.net,Farmácia,Concluso,D,Feminino,,0,7442,1,0,Casado(a),8,4,Composição Musical,Benicio Novaes,6.73,10,Regular,História da Música,Cauê Sales,7.58,9,Regular,Prática Instrumental,Laís Guerra,4.49,10,Ruim,Arranjo Musical,Clarice da Mota,4.23,5,Ruim,Teoria Musical,Ian Farias,1.7,0,Ruim,1
4119,Rhavi Duarte,costabreno@example.net,Arquivologia,Concluso,C,Masculino,37,0,3464,0,1,Casado(a),8,1,Algoritmos,Isabella Sampaio,8.77,9,Regular,Estruturas de Dados,Vitor Hugo Teixeira,1.59,10,Ruim,Inteligência Artificial,Maria Helena Aparecida,3.01,6,Ruim,Sistemas Distribuídos,Luiz Miguel Borges,2.38,10,Ruim,Redes de Computadores,Rodrigo Fonseca,8.35,9,Regular,1
4120,Alexandre Borges,monteirobruno@example.org,História,Matriculado,D,902334,28,1,9597,0,1,Casado(a),6,4,Redes de Dados,Maria Julia Sá,4.3,14,Ruim,Segurança em Redes,José Araújo,4.8,9,Ruim,Arquitetura de Redes,Maria Vitória Campos,3.9,5,Ruim,Administração de Redes,Lunna Correia,5.75,4,Regular,Protocolos de Comunicação,Maria Isis Viana,2.07,2,Ruim,1
4121,Pedro Miguel Araújo,isabella99@example.net,veteri,Cancelado,A,Outro,45,1,7643,0,0,Divorciado(a),5,3,Protocolos de Comunicação,Ana Carolina Cavalcanti,0.71,14,Ruim,Segurança em Redes,Dr. Pedro Miguel Teixeira,8.28,5,Bom,Administração de Redes,Bella Melo,2.54,7,Ruim,Redes de Dados,João Miguel Leão,2.85,11,Ruim,Arquitetura de Redes,Dr. Kevin Pimenta,3.11,12,Ruim,1
4122,Theodoro Brito,emanuelly94@example.com,Letras,Cancelado,D,Outro,130,0,1076,0,0,Separado(a),6,2,Arte Digital,Manuela Brito,6.8,10,Regular,Fotografia,Olivia Novais,6.01,3,Regular,Pintura,Liz Camargo,0.05,15,Ruim,Escultura,Emanuel Câmara,4.1,8,Ruim,História da Arte,Lara Mendes,0.1,11,Ruim,0
4123,Melissa da Costa,joao-guilhermemoraes@example.com,Cinema,Matriculado,D,Outro,32,1,-1000,0,0,Viúvo(a),3,1,Fisioterapia,Laura Freitas,0.36,9,Ruim,Psicologia Clínica,Mariane Correia,7.78,15,Ruim,Desenvolvimento Humano,André Pastor,1.61,5,Ruim,Avaliação Terapêutica,João Guilherme Novais,9.81,8,Regular,Técnicas de Reabilitação,Larissa da Rosa,7.84,8,Regular,1
4124,Raul Andrade,vieiraana-livia@example.net,Gestão Comercial,Cancelado,B,Feminino,28,1,INVALID,1,1,Divorciado(a),2,3,Ecologia,Leonardo Cirino,9.16,5,Bom,Tecnologias Ambientais,Letícia Silva,6.98,9,Regular,Sistemas de Gestão Ambiental,Josué Fogaça,1.13,12,Ruim,Política Ambiental,Dr. Paulo Novaes,6.89,9,Regular,Gestão Ambiental,Ravi Cavalcante,6.2,10,Regular,1
4125,Luan Cavalcante,pedro-lucasborges@example.com,Biologia,Matriculado,A,Masculino,24,1,19329320423234,1,1,Amasiado(a),2,1,Termodinâmica,Luana Barbosa,0.77,11,Ruim,Resistência dos Materiais,Sra. Ana Luiza Almeida,8.5,9,Regular,Desenho Técnico,Ana Clara Castro,1.37,4,Ruim,Sistemas Mecânicos,Calebe Alves,6.3,14,Ruim,Mecânica dos Fluidos,Isaac Silveira,1.12,6,Ruim,1
4126,Melina da Paz,milenaalbuquerque@example.com,concluido,Trancado,A,XXXXXXXXX,NOTEXIST,0,-2349234,0,1,,6,3,História da Igreja,Pietra Abreu,7.37,14,Ruim,Teologia Sistemática,Luara Pastor,2.73,12,Ruim,Filosofia da Religião,Elisa Farias,7.67,4,Bom,Exegese Bíblica,Dra. Amanda Cassiano,9.7,8,Regular,Teologia Moral,Maria Alice Lopes,7.06,4,Bom,1
4127,Luiz Henrique Caldeira,camaraemilly@example.com,Redes de Computadores,Cancelado,D,Outro,38,0,8802,0,0,Casado(a),1,1,Edição de Vídeo,Juan Alves,1.21,1,Ruim,Redação Jornalística,Maria Flor Rodrigues,0.42,7,Ruim,Produção de Conteúdo,Yan Jesus,9.87,12,Ruim,Comunicação e Mídia,Daniel Pires,1.69,3,Ruim,Ética Jornalística,Ana Julia Costela,4.71,12,Ruim,0
4128,Igor Jesus,pmoura@example.org,Zootecnia,Cancelado,C,Outro,56,0,9697,0,0,Solteiro(a),7,1,Óptica,Lunna Gonçalves,0.92,15,Ruim,Mecânica,Amanda Campos,1.97,0,Ruim,Física Nuclear,Cecília da Mota,9.23,5,Bom,Eletromagnetismo,Larissa Fernandes,5.08,4,Regular,Termodinâmica,Srta. Sophie Silva,7.21,4,Bom,0
4129,Bento Oliveira,luigi68@example.org,Ciências Contábeis,Cancelado,D,Feminino,57,1,2680,1,1,Divorciado(a),2,4,Gestão de Bibliotecas,Alana Sales,9.78,2,Excelente,Catalogação,Lucca da Cunha,0.79,10,Ruim,Leitura e Literatura,Ana Vitória Moreira,7.6,11,Ruim,Preservação de Documentos,Dra. Maria Laura Santos,1.77,0,Ruim,Gestão da Informação,Dr. José Andrade,0.91,5,Ruim,1
4130,Breno Carvalho,henry16@example.org,Nutrição,Trancado,B,Feminino,18,0,6430,1,1,Separado(a),7,2,Marketing Digital,Mathias Souza,6.47,7,Regular,Comunicação Publicitária,Maria Eduarda Monteiro,4.67,9,Ruim,Comportamento do Consumidor,Ana Laura Nascimento,7.99,7,Regular,Relações Públicas,Dr. Otto Cardoso,3.16,5,Ruim,Publicidade Criativa,Asafe Ribeiro,9.06,8,Regular,1
4131,Erick Abreu,diasnoah@example.org,Publicidade e Propaganda,Trancado,A,Masculino,17,1,4057,0,0,Separado(a),8,4,Gestão de Eventos de Dança,Diogo Vieira,0.52,10,Ruim,Dança Contemporânea,Isis Santos,2.2,9,Ruim,Técnicas de Dança,Emilly Rocha,9.46,6,Regular,Coreografia,Dr. Murilo Camargo,2.44,11,Ruim,História da Dança,Valentim Correia,2.65,2,Ruim,0
4132,Maria Sophia Brito,smoura@example.com,Secretariado Executivo,Matriculado,C,Feminino,29,0,5653,1,1,Casado(a),7,1,Óptica,Lunna Gonçalves,0.85,11,Ruim,Mecânica,Amanda Campos,2.28,7,Ruim,Física Nuclear,Cecília da Mota,6.13,13,Ruim,Eletromagnetismo,Larissa Fernandes,6.65,7,Regular,Termodinâmica,Srta. Sophie Silva,9.95,12,Ruim,1
4133,Stella Silva,freitasmurilo@example.net,Engenharia Elétrica,Matriculado,D,Outro,65,0,4759,1,0,Casado(a),8,1,Materiais de Construção,Gabriela Monteiro,5.5,7,Regular,Construção Civil,Allana Barros,3.26,5,Ruim,Cálculo Estrutural,Heloísa Borges,4.69,13,Ruim,Topografia,Vitor Hugo Aragão,1.52,11,Ruim,Mecânica dos Solos,Isaac Fernandes,8.45,8,Regular,1
4134,Augusto Rios,gda-conceicao@example.org,Teatro,Cancelado,B,Masculino,52,0,9074,1,0,Casado(a),4,3,Prática Instrumental,Heloisa Pacheco,5.38,15,Ruim,Teoria Musical,Sofia Almeida,3.8,9,Ruim,História da Música,Daniela Brito,0.05,7,Ruim,Composição Musical,Anna Liz Novaes,2.35,13,Ruim,Arranjo Musical,André Borges,5.65,0,Regular,1
4135,Srta. Ester Cassiano,ocardoso@example.net,Educação Física,Cancelado,C,Masculino,40,0,6602,0,0,Solteiro(a),8,3,Marketing e Vendas,Maria Machado,6.08,8,Regular,Gestão de Estoques,Dr. Calebe Camargo,5.31,0,Regular,Gestão de Relacionamento,Srta. Ana Carolina Guerra,2.43,3,Ruim,Gestão de Vendas,Rhavi Vieira,1.14,4,Ruim,Comportamento do Consumidor,Nicole Gomes,5.38,10,Regular,0
4136,Leandro Albuquerque,esther17@example.org,Ciência da Computação,Cancelado,A,Masculino,70,1,8448,1,0,Solteiro(a),5,1,Gestão de Hospedagem,Sra. Sarah Silva,2.73,1,Ruim,Marketing de Hotelaria,Dr. Bernardo Caldeira,6.85,1,Regular,Gestão de Alimentos e Bebidas,Bento Teixeira,0.07,7,Ruim,Gestão de Hotelaria,Ana Cecília Abreu,1.71,3,Ruim,Hospitalidade,Sr. Bruno Lima,0.68,11,Ruim,1
4137,Leandro Rezende,cavalcanterafael@example.com,Engenharia Química,Concluso,A,Feminino,42,0,4015,0,0,Solteiro(a),8,4,Gestão de Eventos de Dança,Diogo Vieira,0.91,3,Ruim,Dança Contemporânea,Isis Santos,7.72,10,Regular,Técnicas de Dança,Emilly Rocha,0.85,10,Ruim,Coreografia,Dr. Murilo Camargo,6.49,14,Ruim,História da Dança,Valentim Correia,3.46,0,Ruim,0
4138,Sr. João Vitor Correia,ian36@example.org,Engenharia de Alimentos,Concluso,B,naoreconhecido,62,0,4317,0,0,Divorciado(a),8,3,Gramática,Pedro Correia,4.9,11,Ruim,Literatura Brasileira,Anthony Castro,4.74,7,Ruim,Produção Textual,Dom Pimenta,7.26,8,Regular,Literatura Portuguesa,Ravi Lucca da Rosa,5.8,11,Ruim,Linguística,Gustavo Silva,9.65,9,Regular,0
4139,Isabella Garcia,pedropereira@example.net,Ciências Econômicas,Cancelado,C,Feminino,46,1,2854,1,0,Amasiado(a),7,4,Planejamento de Turismo,Manuella Cunha,7.53,4,Bom,Marketing Turístico,Enzo Montenegro,7.62,12,Ruim,História do Turismo,Kaique Sales,6.06,12,Ruim,Turismo Cultural,Sra. Ana Beatriz Gonçalves,8.77,2,Excelente,Gestão de Turismo,Amanda Gonçalves,3.15,12,Ruim,1
4140,Liz Duarte,sfonseca@example.com,Computação,Concluso,B,Feminino,26,1,967,0,0,Casado(a),4,3,Prática Instrumental,Heloisa Pacheco,5.1,12,Ruim,Teoria Musical,Sofia Almeida,2.53,12,Ruim,História da Música,Daniela Brito,5.76,14,Ruim,Composição Musical,Anna Liz Novaes,4.04,10,Ruim,Arranjo Musical,André Borges,6.31,14,Ruim,1
4141,Mariana Martins,duarteemilly@example.com,Banco de Dados,Concluso,A,Feminino,21,0,9139,0,0,Divorciado(a),4,4,Geometria,Mariah Aparecida,5.56,4,Regular,Probabilidade e Estatística,Eloá Cassiano,0.97,1,Ruim,Álgebra Linear,Ravy Cirino,1.27,9,Ruim,Teoria dos Números,Emanuelly Aragão,0.1,11,Ruim,Cálculo,Kamilly Alves,1.42,0,Ruim,0
4142,Antônio da Conceição,xcirino@example.org,Matemática,Matriculado,B,Masculino,58,0,6361,0,0,Separado(a),1,4,Cirurgia Veterinária,Igor Ramos,7.2,6,Regular,Clínica Veterinária,Eloá Aparecida,2.73,6,Ruim,Microbiologia Veterinária,Srta. Hadassa da Rosa,7.96,4,Bom,Farmacologia Veterinária,Manuela Lima,1.14,3,Ruim,Anatomia Veterinária,Giovanna Barbosa,0.51,14,Ruim,0
4143,Emanuella Monteiro,heitorsousa@example.net,Nutrição,Trancado,A,Outro,50,0,7806,1,0,Divorciado(a),5,3,Protocolos de Comunicação,Ana Carolina Cavalcanti,5.87,10,Regular,Segurança em Redes,Dr. Pedro Miguel Teixeira,3.91,14,Ruim,Administração de Redes,Bella Melo,7.36,7,Regular,Redes de Dados,João Miguel Leão,7.95,13,Ruim,Arquitetura de Redes,Dr. Kevin Pimenta,5.34,8,Regular,1
4144,Clara Mendes,anthony-gabrielpacheco@example.net,Música,Trancado,B,Masculino,30,1,1987,0,0,Viúvo(a),5,4,Design Editorial,Thomas da Rosa,5.8,14,Ruim,Design Digital,Lavínia Nascimento,4.72,12,Ruim,Teoria do Design,Ágatha da Mata,2.11,8,Ruim,Tipografia,Dr. Rodrigo Lima,3.69,4,Ruim,Design de Interfaces,Arthur Gabriel Rios,2.83,9,Ruim,1
4145,Zoe Leão,pabreu@example.net,Letras,Cancelado,D,Masculino,23,0,7265,0,0,Casado(a),1,2,Sistemas Operacionais,Valentina Pacheco,8.72,14,Ruim,Engenharia de Software,Léo Fernandes,7.86,4,Bom,Banco de Dados,Enrico Pacheco,2.76,10,Ruim,Programação,Anna Liz da Conceição,5.1,2,Regular,Segurança da Informação,Vitor Gabriel Pires,9.18,14,Ruim,0
4146,Hadassa Cunha,mda-cunha@example.org,email@gmail.com,Cancelado,B,Outro,25,1,INVALID,1,1,Separado(a),2,2,Reabilitação Fonoaudiológica,Otávio Porto,2.05,7,Ruim,Audiologia,Noah Ribeiro,1.03,2,Ruim,Anatomia e Fisiologia,Sra. Sophie das Neves,9.63,8,Regular,Psicologia do Desenvolvimento,Lívia Sales,8.74,3,Excelente,Fonologia,Benicio Gomes,0.31,3,Ruim,1
4147,Bruno Brito,tteixeira@example.com,Jornalismo,Cancelado,D,Feminino,53,0,3514,0,0,Divorciado(a),3,2,Marketing de Hotelaria,Ana Sophia Pereira,9.18,12,Ruim,Gestão de Hotelaria,Sofia Ferreira,1.71,5,Ruim,Gestão de Alimentos e Bebidas,Antony Sousa,4.17,4,Ruim,Hospitalidade,Sr. Miguel Fogaça,7.47,3,Bom,Gestão de Hospedagem,Kaique Sales,0.01,2,Ruim,0
4148,Otávio Jesus,earaujo@example.net,Design Gráfico,Matriculado,D,Outro,,0,2779,0,0,Casado(a),2,4,Gestão de Bibliotecas,Alana Sales,7.69,4,Bom,Catalogação,Lucca da Cunha,4.8,2,Ruim,Leitura e Literatura,Ana Vitória Moreira,8.8,13,Ruim,Preservação de Documentos,Dra. Maria Laura Santos,1.45,13,Ruim,Gestão da Informação,Dr. José Andrade,5.38,15,Ruim,0
4149,Aylla Sales,qribeiro@example.net,Fisioterapia,Trancado,C,Masculino,19,1,6695,0,1,,6,2,Gestão de Estoques,Dra. Esther Campos,3.57,7,Ruim,Gestão de Cadeia de Suprimentos,Maria Vitória Macedo,3.44,5,Ruim,Logística Internacional,Ana Cecília da Luz,6.79,13,Ruim,Transporte e Distribuição,Rebeca Santos,7.92,9,Regular,Gestão de Transportes,Thomas da Costa,3.32,11,Ruim,1
4150,João Gabriel da Mata,ryan96@example.com,Engenharia,Concluso,A,Feminino,45,1,19329320423234,1,1,Viúvo(a),3,4,Comunicação e Mídia,Isis Ramos,2.15,1,Ruim,Ética Jornalística,Valentim Santos,7.32,4,Bom,Produção de Conteúdo,Luiz Miguel Nunes,1.72,11,Ruim,Redação Jornalística,Raquel da Paz,8.37,7,Regular,Edição de Vídeo,Miguel Pinto,1.58,1,Ruim,1
4151,Melina Andrade,anthony-gabriel37@example.net,Biomedicina,Matriculado,A,Outro,31,0,3871,0,0,Solteiro(a),3,1,Produção Animal,Augusto Porto,4.79,12,Ruim,Nutrição Animal,Dr. Bryan Alves,2.02,14,Ruim,Medicina Veterinária,Dom da Costa,7.15,15,Ruim,Fisiologia Animal,Gabriel Cavalcanti,9.79,15,Ruim,Genética Animal,Igor da Cunha,1.95,8,Ruim,0
4152,Yuri Machado,davi-lucca14@example.net,Publicidade e Propaganda,Cancelado,D,Masculino,NOTEXIST,0,9486,1,1,Viúvo(a),8,1,Materiais de Construção,Gabriela Monteiro,6.91,3,Regular,Construção Civil,Allana Barros,9.85,12,Ruim,Cálculo Estrutural,Heloísa Borges,1.35,6,Ruim,Topografia,Vitor Hugo Aragão,5.59,2,Regular,Mecânica dos Solos,Isaac Fernandes,9.09,7,Regular,1
4153,Sra. Raquel das Neves,gpeixoto@example.net,Cinema,Matriculado,D,Masculino,55,0,8817,1,1,Solteiro(a),8,1,Materiais de Construção,Gabriela Monteiro,2.08,5,Ruim,Construção Civil,Allana Barros,7.12,13,Ruim,Cálculo Estrutural,Heloísa Borges,3.1,7,Ruim,Topografia,Vitor Hugo Aragão,5.7,7,Regular,Mecânica dos Solos,Isaac Fernandes,8.69,1,Excelente,1
4154,Mariah Castro,rhavi67@example.org,Ciência da Computação,Matriculado,B,Masculino,61,1,1042,0,1,Viúvo(a),7,3,Tipografia,Dr. Lucca Casa Grande,0.74,5,Ruim,Design de Interfaces,Allana Caldeira,1.85,10,Ruim,Design Editorial,Maria Eduarda da Luz,3.42,15,Ruim,Teoria do Design,Sra. Maria Luísa Machado,7.32,5,Bom,Design Digital,Srta. Maria Câmara,5.39,6,Regular,1
4155,Yan Caldeira,nascimentobenicio@example.com,Moda,Trancado,B,Masculino,54,1,1202,1,1,Solteiro(a),5,3,Desenho Arquitetônico,João Miguel Cavalcanti,0.42,12,Ruim,História da Arquitetura,Olívia Souza,5.44,3,Regular,Construção Civil,Ana Lívia Moura,4.28,14,Ruim,Planejamento Urbano,Henrique Araújo,0.46,0,Ruim,Estruturas,Caio Freitas,5.37,11,Ruim,1
4156,Eduardo Martins,pietro62@example.net,Pedagogia,Matriculado,C,Outro,34,0,4554,1,1,Amasiado(a),7,1,Óptica,Lunna Gonçalves,1.36,10,Ruim,Mecânica,Amanda Campos,9.13,0,Excelente,Física Nuclear,Cecília da Mota,5.46,4,Regular,Eletromagnetismo,Larissa Fernandes,8.82,15,Ruim,Termodinâmica,Srta. Sophie Silva,7.42,14,Ruim,1
4157,José Pedro Sampaio,amanda53@example.net,concluido,Trancado,A,Outro,66,0,2381,1,1,Amasiado(a),8,2,Design de Jogos,Vicente Vargas,2.23,13,Ruim,Programação de Jogos,Isabel Silva,4.03,1,Ruim,Gráficos de Computação,José Melo,2.85,14,Ruim,Realidade Virtual,Alexia Casa Grande,7.4,1,Bom,Inteligência Artificial para Jogos,Srta. Lívia Mendes,1.78,4,Ruim,1
4158,Yuri Sá,correialiam@example.org,Educação Física,Trancado,C,Outro,50,1,8900,1,1,Solteiro(a),7,4,Planejamento de Turismo,Manuella Cunha,5.69,7,Regular,Marketing Turístico,Enzo Montenegro,8.04,14,Ruim,História do Turismo,Kaique Sales,3.8,1,Ruim,Turismo Cultural,Sra. Ana Beatriz Gonçalves,9.55,12,Ruim,Gestão de Turismo,Amanda Gonçalves,4.07,12,Ruim,1
4159,Evelyn Pimenta,maria-clara66@example.com,Artes Visuais,Cancelado,B,naoreconhecido,28,0,5021,0,0,Amasiado(a),6,3,Produção Animal,Sr. Benicio Novais,6.24,3,Regular,Fisiologia Animal,Mirella Carvalho,9.74,12,Ruim,Medicina Veterinária,Matheus Alves,9.77,7,Regular,Nutrição Animal,Sr. Diogo Casa Grande,3.95,10,Ruim,Genética Animal,Bruna Martins,9.93,7,Regular,0
4160,Ravi Lucca da Mota,moraesisabela@example.net,Educação Física,Trancado,C,Feminino,45,1,5765,1,0,Casadoo,5,2,Comportamento do Consumidor,Clara Silveira,6.14,7,Regular,Gestão de Marketing,Luigi Azevedo,5.52,4,Regular,Pesquisa de Mercado,Eduarda Oliveira,1.19,2,Ruim,Publicidade,Lorena Marques,0.89,9,Ruim,Marketing Digital,João Felipe Montenegro,0.62,12,Ruim,1
4161,Maria Alice Barbosa,ccamargo@example.org,Administração,Cancelado,B,Feminino,50,0,6383,1,0,Viúvo(a),1,4,Cirurgia Veterinária,Igor Ramos,3.24,2,Ruim,Clínica Veterinária,Eloá Aparecida,4.76,5,Ruim,Microbiologia Veterinária,Srta. Hadassa da Rosa,1.55,14,Ruim,Farmacologia Veterinária,Manuela Lima,9.62,5,Bom,Anatomia Veterinária,Giovanna Barbosa,4.13,3,Ruim,1
4162,Pietra Duarte,maria-laura72@example.net,Sistemas de Informação,Cancelado,A,Outro,21,0,8108,1,1,Viúvo(a),5,1,Gestão de Hospedagem,Sra. Sarah Silva,8.66,10,Regular,Marketing de Hotelaria,Dr. Bernardo Caldeira,6.52,10,Regular,Gestão de Alimentos e Bebidas,Bento Teixeira,0.8,12,Ruim,Gestão de Hotelaria,Ana Cecília Abreu,1.13,2,Ruim,Hospitalidade,Sr. Bruno Lima,1.42,11,Ruim,1
4163,Maria Clara Souza,lsousa@example.org,Secretariado Executivo,Trancado,A,Masculino,68,1,8720,1,1,Amasiado(a),4,1,Eletrônica,Dr. Antônio Casa Grande,8.62,1,Excelente,Sistemas Elétricos,Ana Lívia Aparecida,9.33,15,Ruim,Circuitos Elétricos,Júlia da Cunha,9.8,11,Ruim,Transformadores,Enrico Sousa,5.34,4,Regular,Máquinas Elétricas,Joaquim Correia,1.05,4,Ruim,1
4164,Maria Isis Alves,luigicorreia@example.net,Odontologia,Concluso,D,Outro,41,0,5001,0,0,Viúvo(a),2,1,Biologia Molecular,Brayan Fonseca,1.51,13,Ruim,Imunologia,Henry Gabriel da Conceição,5.49,5,Regular,Genética,Cauê Garcia,4.97,11,Ruim,Farmacologia,Srta. Emanuelly Moraes,2.25,2,Ruim,Microbiologia,Ana Lívia Souza,0.79,9,Ruim,0
4165,Sofia Camargo,fduarte@example.com,Análise e Desenvolvimento de Sistemas,Cancelado,C,Feminino,63,1,3286,1,0,Casado(a),5,1,Nutrição Infantil,Juan Viana,6.08,3,Regular,Psicologia da Alimentação,João Miguel Martins,8.7,12,Ruim,Técnicas de Cozinha,Maria Luiza Barbosa,8.51,3,Excelente,Nutrição Clínica,Liz Moreira,2.45,10,Ruim,Nutrição Esportiva,Liam Lopes,3.58,10,Ruim,1
4166,Sr. José Fogaça,benjamin38@example.net,Matemática,Trancado,A,Masculino,31,1,1347,0,0,Solteiro(a),4,2,Cenografia,Lunna Garcia,9.21,13,Ruim,História do Teatro,Samuel Rocha,5.6,13,Ruim,Direção Teatral,Pedro Henrique da Rocha,9.28,3,Excelente,Iluminação Teatral,Davi Lucas Vasconcelos,6.78,9,Regular,Roteiro Teatral,Anna Liz Carvalho,2.07,0,Ruim,1
4167,Isabelly Fonseca,renan65@example.net,Arquitetura e Urbanismo,Concluso,C,Outro,33,0,3021,0,0,Separado(a),7,3,Genética,Maria Fernanda Cassiano,8.7,13,Ruim,Imunologia,Thomas Vasconcelos,6.69,1,Regular,Farmacologia,João Aragão,3.17,0,Ruim,Microbiologia,Marcos Vinicius Casa Grande,9.96,3,Excelente,Biologia Molecular,Luiz Henrique Duarte,9.66,0,Excelente,0
4168,Vinicius Dias,rpacheco@example.com,Logística,Trancado,B,Outro,,1,3770,1,0,naoencontrado,5,3,Desenho Arquitetônico,João Miguel Cavalcanti,1.9,14,Ruim,História da Arquitetura,Olívia Souza,6.58,15,Ruim,Construção Civil,Ana Lívia Moura,2.53,13,Ruim,Planejamento Urbano,Henrique Araújo,7.36,8,Regular,Estruturas,Caio Freitas,1.92,5,Ruim,1
4169,Hellena Teixeira,alice97@example.org,Banco de Dados,Concluso,B,Outro,64,1,7193,0,0,Casado(a),5,3,Desenho Arquitetônico,João Miguel Cavalcanti,6.69,9,Regular,História da Arquitetura,Olívia Souza,3.02,10,Ruim,Construção Civil,Ana Lívia Moura,4.24,12,Ruim,Planejamento Urbano,Henrique Araújo,9.35,0,Excelente,Estruturas,Caio Freitas,4.65,0,Ruim,1
4170,Vitor Gabriel Jesus,gabrielly90@example.com,Teatro,Matriculado,B,Feminino,32,0,3194,1,1,Separado(a),3,1,Processo Civil,Brenda Pinto,6.5,2,Regular,Processo Penal,Ana Vitória Cassiano,2.32,12,Ruim,Direito Penal,Maria Clara Moreira,2.45,14,Ruim,Direito Civil,Lunna Brito,9.55,15,Ruim,Constitucional,Dra. Emanuelly Ribeiro,2.58,11,Ruim,1
4171,Thomas Dias,zoe66@example.net,$$$$$$$,Cancelado,B,Outro,34,0,8448,1,1,Viúvo(a),3,1,Processo Civil,Brenda Pinto,0.29,7,Ruim,Processo Penal,Ana Vitória Cassiano,9.5,3,Excelente,Direito Penal,Maria Clara Moreira,8.39,1,Excelente,Direito Civil,Lunna Brito,6.93,10,Regular,Constitucional,Dra. Emanuelly Ribeiro,3.94,3,Ruim,1
